"Cell","Background","Timepoint","X3_prime_bias","aligned_to_genes","intergenic","exonic","X5_prime_bias","secondaryalignments","readsaligned","totalalignments","non_uniquealignments","intronic","percent_genes","is.sc","is.neg.ctrl","is.pos.ctrl","Platform","total_counts","log10_total_counts","filter_on_total_counts","total_features","log10_total_features","filter_on_total_features","pct_dropout","exprs_feature_controls_mito","pct_exprs_feature_controls_mito","filter_on_pct_exprs_feature_controls_mito","counts_feature_controls_mito","pct_counts_feature_controls_mito","filter_on_pct_counts_feature_controls_mito","tpm_feature_controls_mito","pct_tpm_feature_controls_mito","filter_on_pct_tpm_feature_controls_mito","n_detected_feature_controls_mito","exprs_feature_controls_housekeeping","pct_exprs_feature_controls_housekeeping","filter_on_pct_exprs_feature_controls_housekeeping","counts_feature_controls_housekeeping","pct_counts_feature_controls_housekeeping","filter_on_pct_counts_feature_controls_housekeeping","tpm_feature_controls_housekeeping","pct_tpm_feature_controls_housekeeping","filter_on_pct_tpm_feature_controls_housekeeping","n_detected_feature_controls_housekeeping","log10_counts_feature_controls_mito","log10_tpm_feature_controls_mito","log10_counts_feature_controls_housekeeping","log10_tpm_feature_controls_housekeeping","qc.exclude","n_detected_feature_controls","counts_feature_controls","pct_counts_feature_controls","filter_on_pct_counts_feature_controls","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","pct_counts_top_50_endogenous_features","pct_counts_top_100_endogenous_features","pct_counts_top_200_endogenous_features","pct_counts_top_500_endogenous_features","tpm_feature_controls","pct_tpm_feature_controls","filter_on_pct_tpm_feature_controls","pct_tpm_top_50_features","pct_tpm_top_100_features","pct_tpm_top_200_features","pct_tpm_top_500_features","pct_tpm_top_50_endogenous_features","pct_tpm_top_100_endogenous_features","pct_tpm_top_200_endogenous_features","pct_tpm_top_500_endogenous_features","counts_endogenous_features","tpm_endogenous_features","log10_counts_feature_controls","log10_tpm_feature_controls","log10_counts_endogenous_features","log10_tpm_endogenous_features","is_cell_control","cellcycle","cluster","tsne1","tsne2","dpt","dm1","dm2","dm3"
"c1run3_53_X_isl1.e9.5","c1run3_53_X_isl1-e9.5","isl1","e9.5",0.53,2067978,1614589,2067978,0.61,1866635,6449149,8315784,2786869,1833404,32.0659051294985,TRUE,FALSE,FALSE,"C1",4736086.33,6.67541961016354,FALSE,174,2.2405492482826,FALSE,98.5563760059736,152.580397401925,0.432268271787463,FALSE,99415.76,2.0848286785444,FALSE,160.938567993863,0.515575346361081,FALSE,12,10.5635312595139,0.0299270383304514,FALSE,4802.19,0.100705797871677,FALSE,10.3501988647741,0.0331574179584811,FALSE,1,4.99745960534241,2.20935029453561,3.68152976638485,1.05500347079059,FALSE,0,0,0,FALSE,20.4046863309606,28.1147997992681,38.5039613498769,56.0498478075675,20.4046863309606,28.1147997992681,38.5039613498769,56.0498478075675,0,0,FALSE,2.10222890253327,4.01607619336815,7.59574225426532,17.2801403162932,2.10222890253327,4.01607619336815,7.59574225426532,17.2801403162932,4736086.33,28492.3315124028,0,0,6.67541970186255,4.4547432310178,FALSE,"G1",3,11.5857699637916,-23.8906593389765,0.127777438224969,-0.00941849020041253,0.0110829962737131,0.0436520454947474
"c1run3_54_X_isl1.e9.5","c1run3_54_X_isl1-e9.5","isl1","e9.5",0.49,1366035,1133504,1366035,0.64,1386443,4693017,6079460,2098044,1473549,29.1078212586914,TRUE,FALSE,FALSE,"C1",3206322.51,6.50600720400343,FALSE,146,2.16435285578444,FALSE,98.7886833153572,177.052654927457,0.473155942182903,FALSE,176939.84,5.48252395726322,FALSE,190.268257671409,0.59509517553866,FALSE,13,10.8524577722635,0.0290021343330853,FALSE,3971.25,0.123050146678564,FALSE,10.5483017510669,0.0329915434082895,FALSE,1,5.24782808468801,2.28164290174717,3.5990365737115,1.06251812324394,FALSE,0,0,0,FALSE,23.7344433576646,31.4219067750611,41.0366675808916,57.1877087935236,23.7344433576646,31.4219067750611,41.0366675808916,57.1877087935236,0,0,FALSE,2.09918375376299,3.95961955983539,7.37400982997336,16.5348701195634,2.09918375376299,3.95961955983539,7.37400982997336,16.5348701195634,3206322.51,29263.5344621278,0,0,6.50600733945282,4.46634161978329,FALSE,"G2M",3,10.3538788700873,-29.5123186781547,0.126933864716919,-0.00914547538726397,0.00366822132664154,0.0434308349332625
"c1run3_57_X_isl1.e9.5","c1run3_57_X_isl1-e9.5","isl1","e9.5",0.5,1516584,1277567,1516584,0.56,1386377,5500570,6886947,2058955,2022749,27.5713971461139,TRUE,FALSE,FALSE,"C1",3435809.03,6.53602901676512,FALSE,157,2.19589965240923,FALSE,98.6974197295279,162.17527650578,0.39990462565463,FALSE,91336.52,2.63762135430071,FALSE,175.544221800234,0.498826454744335,FALSE,10,11.2375180751275,0.0277103610115369,FALSE,5565.24,0.160713325467278,FALSE,11.017239917574,0.0313065885780347,FALSE,1,4.96064921544991,2.24685350790116,3.74556192791045,1.07980473170897,FALSE,0,0,0,FALSE,19.6199076873606,27.06235567464,36.4622299744057,52.8917074299673,19.6199076873606,27.06235567464,36.4622299744057,52.8917074299673,0,0,FALSE,1.86667372781694,3.55615980790727,6.68902468927288,15.0799237456847,1.86667372781694,3.55615980790727,6.68902468927288,15.0799237456847,3435809.03,32310.8292242979,0,0,6.53602914316749,4.50936154481837,FALSE,"S",3,-9.18216394304643,-21.4045237634942,0.0959483939987616,0.0281009594528918,3.76758300425187e-05,0.0601674928225512
"c1run3_59_X_isl1.e9.5","c1run3_59_X_isl1-e9.5","isl1","e9.5",0.53,1997650,1624386,1997650,0.65,1576660,6609459,8186119,2387326,2160744,30.2241076009398,TRUE,FALSE,FALSE,"C1",4518181.59,6.65496368164192,FALSE,158,2.19865708695442,FALSE,98.6891230399071,167.741770069838,0.434346090564144,FALSE,168828.97,3.71100541054394,FALSE,175.221734330452,0.525845806542197,FALSE,13,10.9579581272378,0.0283742461472161,FALSE,6023,0.132390700409451,FALSE,10.6889234097743,0.0320777874557525,FALSE,1,5.22744954329851,2.24605947114568,3.77988496319264,1.06777451298173,FALSE,0,0,0,FALSE,21.1305785520674,29.1942816756066,39.2529134713242,55.993499809732,21.1305785520674,29.1942816756066,39.2529134713242,55.993499809732,0,0,FALSE,1.96016367102182,3.70646632221639,6.96730504520945,15.8420866691132,1.96016367102182,3.70646632221639,6.96730504520945,15.8420866691132,4518181.59,30839.9973421956,0,0,6.65496377776343,4.48912841390579,FALSE,"S",2,30.937439222007,-13.1492286228178,0.378425574600634,-0.157519382561075,0.00484862232865267,-0.00641178349488631
"c1run3_60_X_isl1.e9.5","c1run3_60_X_isl1-e9.5","isl1","e9.5",0.52,1322103,1051530,1322103,0.59,1184440,4158666,5343106,1763504,1195919,31.7915167988966,TRUE,FALSE,FALSE,"C1",3023727.32,6.4805426238798,FALSE,162,2.20951501454263,FALSE,98.6559362814237,138.586512212537,0.319882126221293,FALSE,37348.63,1.22364513655114,FALSE,143.614841495107,0.382761812262343,FALSE,8,11.8212179620303,0.0272854571188025,FALSE,7352.62,0.240892308604323,FALSE,11.6083657231636,0.0309385788776821,FALSE,1,4.57228630388223,2.1602128659092,3.86650118384572,1.10065879764296,FALSE,0,0,0,FALSE,17.8474760746614,25.1085292968812,34.4429043952283,50.476275420232,17.8474760746614,25.1085292968812,34.4429043952283,50.476275420232,0,0,FALSE,1.7289889866488,3.30906609465178,6.24407665587205,14.1151920035859,1.7289889866488,3.30906609465178,6.24407665587205,14.1151920035859,3023727.32,34474.6930463289,0,0,6.48054276750863,4.5375130053242,FALSE,"G1",4,1.60301471934241,3.37234921454242,0.0927351880768738,0.0253997049567073,0.00139943178733322,0.0477099184220553
"c1run3_61_X_isl1.e9.5","c1run3_61_X_isl1-e9.5","isl1","e9.5",0.42,1381050,1085594,1381050,0.59,1453645,4457267,5910912,2143537,1284821,30.9842331635058,TRUE,FALSE,FALSE,"C1",3177778.33,6.50212359915977,FALSE,196,2.29225607135648,FALSE,98.3738488343151,137.623809948213,0.449905366046769,FALSE,42758.6,1.33707610575241,FALSE,147.815322045481,0.570884776294955,FALSE,9,12.0938914238204,0.0395360849987458,FALSE,9306.66,0.291022454204809,FALSE,11.6402675346519,0.0449564458919118,FALSE,1,4.63103363389396,2.17264764852995,3.96884051053855,1.10175626600281,FALSE,0,0,0,FALSE,19.7088001415127,28.166600594825,39.8366546857282,61.497118334242,19.7088001415127,28.166600594825,39.8366546857282,61.497118334242,0,0,FALSE,2.55090666821081,4.89786098883165,9.27048132540735,21.1060807496159,2.55090666821081,4.89786098883165,9.27048132540735,21.1060807496159,3177778.33,23707.9448697825,0,0,6.50212373582582,4.37491222679862,FALSE,"G1",NA,-22.5735059201823,-22.7010089420164,0.095471705095292,0.0206534470606958,0.012089215868676,0.0479364816123068
"c1run3_62_X_isl1.e9.5","c1run3_62_X_isl1-e9.5","isl1","e9.5",0.5,1633196,1324550,1633196,0.61,1320103,5101278,6421381,1988827,1463734,32.0154282907146,TRUE,FALSE,FALSE,"C1",3677042.41,6.56549863893135,FALSE,160,2.20411998265592,FALSE,98.6725296606654,170.589574707103,0.456695317210072,FALSE,170490.92,4.60179963268989,FALSE,182.3185582462,0.567360287420218,FALSE,12,11.5706153253641,0.0309763703051948,FALSE,7501.27,0.202470263699133,FALSE,11.2617129740794,0.0350455201669019,FALSE,1,5.2317038016126,2.26320643297062,3.87519268996667,1.08855114581238,FALSE,0,0,0,FALSE,19.9832503427666,27.7892302036299,37.3550932201513,54.6059733915334,19.9832503427666,27.7892302036299,37.3550932201513,54.6059733915334,0,0,FALSE,2.05351116603086,3.89339242967094,7.32842947878743,16.5366469931518,2.05351116603086,3.89339242967094,7.32842947878743,16.5366469931518,3677042.41,29459.6666522448,0,0,6.56549875704106,4.46924257007333,FALSE,"G1",NA,20.0255251213468,-15.3357535574178,0.158731788996919,-0.0319458934235596,0.00699992819177833,0.0295137719732377
"c1run3_63_X_isl1.e9.5","c1run3_63_X_isl1-e9.5","isl1","e9.5",0.52,2149689,1726486,2149689,0.58,2029748,6836932,8866680,2994666,1982116,31.4423048232745,TRUE,FALSE,FALSE,"C1",4930735.34,6.6929116921555,FALSE,167,2.22271647114758,FALSE,98.6144528333195,149.942840250883,0.381834173487688,FALSE,99930.71,2.01353408891914,FALSE,162.282583751563,0.472928342541502,FALSE,11,10.5627350519178,0.0268983380704949,FALSE,4995.22,0.100650198038728,FALSE,10.3661473315205,0.0302093099746434,FALSE,1,4.99970331898504,2.21293986395304,3.69864155353765,1.05561328120472,FALSE,0,0,0,FALSE,19.3785629143096,26.8868647085,36.975743865417,53.5368913148763,19.3785629143096,26.8868647085,36.975743865417,53.5368913148763,0,0,FALSE,1.89922669939525,3.62543640943292,6.83776298661764,15.5075101448965,1.89922669939525,3.62543640943292,6.83776298661764,15.5075101448965,4930735.34,31523.2814176392,0,0,6.69291178023454,4.49864519580306,FALSE,"S",3,6.74802272369755,-12.2233784538854,0.0891712964973853,0.025499057681766,0.00966019542511016,0.0372749788006154
"c1run3_64_X_isl1.e9.5","c1run3_64_X_isl1-e9.5","isl1","e9.5",0.52,1885262,1479338,1885262,0.6,1386187,6789438,8175625,2128429,2669312,27.7675707473873,TRUE,FALSE,FALSE,"C1",4223803.72,6.62570372834642,FALSE,176,2.24551266781415,FALSE,98.5397826267319,170.890012290101,0.48274286403978,FALSE,178139.69,4.16609536912834,FALSE,182.608629173511,0.605153937661183,FALSE,14,10.8581633775177,0.0306729504950616,FALSE,5282.41,0.12353801580567,FALSE,10.4473622305053,0.0346219257029508,FALSE,1,5.25076313015445,2.26389308816355,3.72291431385342,1.0587054254785,FALSE,0,0,0,FALSE,26.0435212647618,34.4520734500419,44.503200778468,61.132741272362,26.0435212647618,34.4520734500419,44.503200778468,61.132741272362,0,0,FALSE,2.25672905199174,4.23598732353102,7.97048457400161,17.9736659787452,2.25672905199174,4.23598732353102,7.97048457400161,17.9736659787452,4223803.72,27275.398559781,0,0,6.62570383116712,4.43578702768288,FALSE,"G1",2,35.6058591578599,-12.8666700071333,0.535964990225635,-0.241972701821045,-0.00310348494408097,-0.0149080382851223
"c1run3_65_X_isl1.e9.5","c1run3_65_X_isl1-e9.5","isl1","e9.5",0.52,2591922,1932347,2591922,0.6,2102518,7313173,9415691,3147137,1726187,35.4418253198714,TRUE,FALSE,FALSE,"C1",5883888.33,6.76966442168211,FALSE,173,2.2380461031288,FALSE,98.5646726955945,158.973799686473,0.434864454619977,FALSE,123235.33,2.08366752068485,FALSE,172.612154976358,0.539316105107447,FALSE,11,11.041601092298,0.0302037181384806,FALSE,8297.66,0.140297142383486,FALSE,10.8622809012177,0.0339385313220271,FALSE,1,5.09073875646995,2.23958012783566,3.91900797170284,1.0741682040005,FALSE,0,0,0,FALSE,20.9566422889606,28.6293835899499,39.0892845174034,56.3548625335654,20.9566422889606,28.6293835899499,39.0892845174034,56.3548625335654,0,0,FALSE,2.02866829301908,3.85873422236602,7.28634100364719,16.5019819278947,2.02866829301908,3.85873422236602,7.28634100364719,16.5019819278947,5883888.33,29675.6669678725,0,0,6.7696644954929,4.47241512306439,FALSE,"S",3,12.2948766650668,-26.4510102574864,0.110721248175834,0.0051145029414464,-0.0027510583791172,0.046062024843621
"c1run3_67_X_isl1.e9.5","c1run3_67_X_isl1-e9.5","isl1","e9.5",0.49,1654559,1267869,1654559,0.61,1454097,5023346,6477443,2171864,1372119,32.9373887444743,TRUE,FALSE,FALSE,"C1",3776164.97,6.57705095914183,FALSE,178,2.25042000230889,FALSE,98.5231892474903,158.800745854757,0.443096510825189,FALSE,80971.4,2.13326295118772,FALSE,174.10020542194,0.555880171485186,FALSE,13,11.6135365266,0.0324048699241245,FALSE,7917.23,0.208586407485013,FALSE,11.3825483776606,0.0363430527194256,FALSE,1,4.90833701183774,2.24328665558409,3.89862811250587,1.09281003341282,FALSE,0,0,0,FALSE,18.9322621145972,27.2601307987877,37.6193699503547,56.0785558052566,18.9322621145972,27.2601307987877,37.6193699503547,56.0785558052566,0,0,FALSE,2.07834825927005,3.98710844785073,7.5282124541198,17.0847799203365,2.07834825927005,3.98710844785073,7.5282124541198,17.0847799203365,3776164.97,28836.4404680127,0,0,6.57705107415122,4.45995671097292,FALSE,"G1",3,-6.90926950888025,-27.8933110361141,0.0946149447437093,0.0223974405673528,0.00817058432400392,0.0487057388307983
"c1run3_68_X_isl1.e9.5","c1run3_68_X_isl1-e9.5","isl1","e9.5",0.5,1370004,1142975,1370004,0.61,1164693,5304094,6468787,1737745,2208595,25.8291802520845,TRUE,FALSE,FALSE,"C1",3091485.47,6.49016720965306,FALSE,164,2.2148438480477,FALSE,98.639342902182,156.218238783384,0.373734106866746,FALSE,72349.68,2.32097168295838,FALSE,171.12490634692,0.475403388451757,FALSE,9,10.5599554035894,0.0252634745600071,FALSE,3131.44,0.100456333281408,FALSE,10.3191527475653,0.0286677158040244,FALSE,1,4.85944261726376,2.23584371696562,3.49588276109684,1.05381392059537,FALSE,0,0,0,FALSE,20.4043462639984,28.3941260121789,37.915444254053,54.0259039289613,20.4043462639984,28.3941260121789,37.915444254053,54.0259039289613,0,0,FALSE,1.83419966183126,3.48107039876284,6.55112227603379,14.76315284677,1.83419966183126,3.48107039876284,6.55112227603379,14.76315284677,3091485.47,32963.1377541403,0,0,6.49016735013388,4.51804172034921,FALSE,"G2M",2,27.896564892897,-11.3713592843539,0.277017235017487,-0.101400378157472,-0.000124087365447465,0.0118425288644023
"c1run3_69_X_isl1.e9.5","c1run3_69_X_isl1-e9.5","isl1","e9.5",0.44,1932744,1512527,1932744,0.53,1717303,6097345,7814648,2547291,1808655,31.6981243475644,TRUE,FALSE,FALSE,"C1",4383814.76,6.64185219456174,FALSE,185,2.26717172840301,FALSE,98.4651124201444,101.202162674233,0.336499099445463,FALSE,19163.35,0.43421737065662,FALSE,105.111249024494,0.396649891263537,FALSE,3,12.0652704878348,0.0401172519088473,FALSE,12591.37,0.285304582672896,FALSE,11.8791505293645,0.044827397728645,FALSE,1,4.28249409381211,2.02576142659975,4.10010747602178,1.10988721919028,FALSE,0,0,0,FALSE,19.5381654310594,27.8717125812131,38.8145257761758,59.965494983643,19.5381654310594,27.8717125812131,38.8145257761758,59.965494983643,0,0,FALSE,2.49113289261588,4.75156439821446,8.96403638862138,20.5089095301076,2.49113289261588,4.75156439821446,8.96403638862138,20.5089095301076,4383814.76,24246.566616075,0,0,6.64185229362943,4.38466816115529,FALSE,"G1",NA,-3.77964411854482,-30.4759189493178,0.0952261831634774,0.0257158024875091,-0.00940662939124387,0.053826738155812
"c1run3_70_X_isl1.e9.5","c1run3_70_X_isl1-e9.5","isl1","e9.5",0.42,1419402,1014586,1419402,0.66,1277149,4079881,5357030,1891520,1014695,34.7902794223655,TRUE,FALSE,FALSE,"C1",3232422.86,6.50952816947631,FALSE,167,2.22271647114758,FALSE,98.6144528333195,114.417344867623,0.346201662339751,FALSE,14505.16,0.445342998165576,FALSE,118.139739840709,0.416815778671171,FALSE,4,11.383940673369,0.0344452948952557,FALSE,5793.95,0.177888080119174,FALSE,10.9992742433163,0.0388071876976137,FALSE,1,4.16155246333212,2.07605664741745,3.7630496931352,1.07915497924307,FALSE,0,0,0,FALSE,21.3206467671126,28.9023302477201,39.2654156022149,58.6653229522081,21.3206467671126,28.9023302477201,39.2654156022149,58.6653229522081,0,0,FALSE,2.37405798989537,4.50309500037758,8.46175339259679,19.2843194532256,2.37405798989537,4.50309500037758,8.46175339259679,19.2843194532256,3232422.86,25621.0335072579,0,0,6.509528303832,4.40861359480502,FALSE,"G1",NA,4.33150070022322,-34.0857475326483,0.129618345892696,-0.0104328853586564,0.00702352222282766,0.0447968867248897
"c1run3_71_X_isl1.e9.5","c1run3_71_X_isl1-e9.5","isl1","e9.5",0.39,849356,612626,849356,0.61,838109,2582331,3420440,1232711,717395,32.8910585048934,TRUE,FALSE,FALSE,"C1",1934355.43,6.28653627693685,FALSE,194,2.28780172993023,FALSE,98.3904422135568,124.160598767673,0.411107057849006,FALSE,12053.51,0.618834119027226,FALSE,135.477150708326,0.524340805436809,FALSE,3,11.8523788215814,0.0392443064403204,FALSE,4794.52,0.246153407626361,FALSE,11.4438241830117,0.0442913359044303,FALSE,1,4.08114956157194,2.135059946967,3.68083570658199,1.09495386639622,FALSE,0,0,0,FALSE,20.7326447756295,29.3084208417684,40.8388478016162,61.8334723520795,20.7326447756295,29.3084208417684,40.8388478016162,61.8334723520795,0,0,FALSE,2.59250943401159,4.97380838312407,9.38265096544545,21.2210996324378,2.59250943401159,4.97380838312407,9.38265096544545,21.2210996324378,1934355.43,23507.5516944425,0,0,6.28653650145317,4.37122587410637,FALSE,"G1",3,0.608293293817955,-31.3648105868685,0.0955476891709589,0.0297562681097145,0.0101688992076516,0.061617680182282
"c1run3_72_X_isl1.e9.5","c1run3_72_X_isl1-e9.5","isl1","e9.5",0.5,1232951,1019737,1232951,0.61,1161762,4600489,5762251,1732352,1769994,26.8004336060797,TRUE,FALSE,FALSE,"C1",2831203.89,6.45197114633911,FALSE,164,2.2148438480477,FALSE,98.639342902182,161.508858976847,0.405758454507942,FALSE,87576.09,3.06823989966302,FALSE,168.853624508424,0.48514113027571,FALSE,12,10.5952737152943,0.0266184896298645,FALSE,2938.41,0.10294758310823,FALSE,10.4238092458678,0.029949126730569,FALSE,1,4.94239051041607,2.23007481871981,3.46826016733111,1.05781094266751,FALSE,0,0,0,FALSE,19.63611140701,27.223912510236,36.7327285637489,53.2774995586771,19.63611140701,27.223912510236,36.7327285637489,53.2774995586771,0,0,FALSE,1.87254800195803,3.55702835056966,6.70605728699225,15.1583686409286,1.87254800195803,3.55702835056966,6.70605728699225,15.1583686409286,2831203.89,32102.7075681346,0,0,6.45197129973478,4.50655519076628,FALSE,"G2M",3,9.98173884774677,-14.464728618655,0.0928901180095739,0.0194952602295058,-0.00187977091035806,0.0350164131040363
"c1run3_73_X_isl1.e9.5","c1run3_73_X_isl1-e9.5","isl1","e9.5",0.47,2271046,1819094,2271046,0.56,1391736,6447874,7839610,2121217,1612853,35.2216249883295,TRUE,FALSE,FALSE,"C1",4993957.62,6.69844485249706,FALSE,144,2.15836249209525,FALSE,98.8052766945989,162.569401996596,0.499895816739846,FALSE,138424.55,2.75265827664037,FALSE,180.764398875017,0.633463150801729,FALSE,12,10.3355551233232,0.0317815081213225,FALSE,4323.53,0.0859760832800463,FALSE,10.1617239594391,0.0356103177228742,FALSE,1,5.14121625775009,2.25950882450644,3.63593891422901,1.04773127777796,FALSE,0,0,0,FALSE,22.719373817994,30.5686138361743,40.7071604264034,58.8148517367673,22.719373817994,30.5686138361743,40.7071604264034,58.8148517367673,0,0,FALSE,2.32885708434681,4.3703992680071,8.16408754688216,18.5675890122595,2.32885708434681,4.3703992680071,8.16408754688216,18.5675890122595,4993957.62,26335.1466669398,0,0,6.69844493946104,4.42055223214036,FALSE,"G1",2,36.3507099781634,-15.5413780917018,0.490454057394526,-0.217784792066923,-0.000485234847926966,-0.0159686957677087
"c1run3_75_X_isl1.e9.5","c1run3_75_X_isl1-e9.5","isl1","e9.5",0.49,1145016,950263,1145016,0.59,1051579,4142082,5193661,1553414,1536391,27.6434894335747,TRUE,FALSE,FALSE,"C1",2596402.46,6.41437201193803,FALSE,159,2.20139712432045,FALSE,98.6808263502862,158.14712288861,0.394265033618295,FALSE,77493.72,2.95657564290902,FALSE,169.634309467301,0.487071522769484,FALSE,12,11.6156633276016,0.0289581612912508,FALSE,5475.25,0.208894227672095,FALSE,11.4153350948794,0.0327768873233666,FALSE,1,4.88927211343559,2.2320663592712,3.73848326618623,1.09395844583122,FALSE,0,0,0,FALSE,19.184654061682,26.5568620667537,36.1303705589618,52.8607552621099,19.184654061682,26.5568620667537,36.1303705589618,52.8607552621099,0,0,FALSE,1.88667428130696,3.59951284608757,6.75969091578639,15.3179684291368,1.88667428130696,3.59951284608757,6.75969091578639,15.3179684291368,2596402.46,31937.4464586424,0,0,6.41437217920578,4.50431378748036,FALSE,"G1",3,-6.37163916707358,-22.8796017294208,0.0902642485293633,0.0302425870828745,-0.0138058521991807,0.043834841010269
"c1run3_76_X_isl1.e9.5","c1run3_76_X_isl1-e9.5","isl1","e9.5",0.52,1013509,824772,1013509,0.64,836293,3810294,4646587,1269654,1531976,26.599233549957,TRUE,FALSE,FALSE,"C1",2292521.38,6.36031339458098,FALSE,177,2.24797326636181,FALSE,98.5314859371111,170.656343438815,0.451636355179539,FALSE,88190.35,3.81284694921271,FALSE,182.973027766093,0.5674041020852,FALSE,13,10.6929723718982,0.028298596880526,FALSE,2548.1,0.110165288053499,FALSE,10.3337815006312,0.0320453243032405,FALSE,1,4.94542599067045,2.26475415588457,3.40638687297273,1.05437483579931,FALSE,0,0,0,FALSE,22.252974146745,30.5813335533648,40.7461556585353,57.5821020260235,22.252974146745,30.5813335533648,40.7461556585353,57.5821020260235,0,0,FALSE,2.05796985340982,3.89708039615866,7.34529353672054,16.563828447857,2.05796985340982,3.89708039615866,7.34529353672054,16.563828447857,2292521.38,29569.5698008491,0,0,6.3603135840206,4.47085969310848,FALSE,"G1",2,33.4103495015145,-12.7986040601268,0.474629471187239,-0.20910329414117,-0.00251441763181679,-0.00788778721405835
"c1run3_78_X_isl1.e9.5","c1run3_78_X_isl1-e9.5","isl1","e9.5",0.48,1434236,1276366,1434236,0.5,1182460,5642852,6825312,1750984,2352314,25.4168636710656,TRUE,FALSE,FALSE,"C1",3222412.55,6.50818114027904,FALSE,169,2.22788670461367,FALSE,98.5978594540778,159.289882553493,0.497945313521623,FALSE,106906.33,3.28342484214564,FALSE,175.611136187824,0.62399214491565,FALSE,9,11.1194786160335,0.0347598490054658,FALSE,4821.47,0.148082291980839,FALSE,10.9648606642458,0.0389610082430434,FALSE,1,5.02900748322016,2.2470180844762,3.68326953463112,1.07790764543993,FALSE,0,0,0,FALSE,20.8187393634623,29.2321779220975,40.0601530676139,59.3832155352051,20.8187393634623,29.2321779220975,40.0601530676139,59.3832155352051,0,0,FALSE,2.3509775763798,4.4502408381875,8.38104303997305,19.0206124601089,2.3509775763798,4.4502408381875,8.38104303997305,19.0206124601089,3222412.55,25808.8903669048,0,0,6.5081812750521,4.41178615978798,FALSE,"G1",NA,19.2661031228843,-17.8329259163804,0.113201788801054,-0.00365217532596114,-0.0115575019148859,0.0148000518202889
"c1run3_79_X_isl1.e9.5","c1run3_79_X_isl1-e9.5","isl1","e9.5",0.43,1243067,1235158,1243067,0.49,1223169,5154549,6377718,1888180,2002403,24.1159216839339,TRUE,FALSE,FALSE,"C1",2804766.84,6.44789676423384,FALSE,146,2.16435285578444,FALSE,98.7886833153572,192.036421992101,0.557556601445055,FALSE,284141.18,9.9744646831049,FALSE,196.968124894825,0.702329425338663,FALSE,13,10.2464108071764,0.0297493252967093,FALSE,2302.32,0.080820420078519,FALSE,9.72154355238766,0.0346641168473275,FALSE,0,5.45353570813869,2.29659526957122,3.36235427864158,1.03025731409066,FALSE,0,0,0,FALSE,26.0653234904902,33.0680196575627,42.7627349587461,61.046343517096,26.0653234904902,33.0680196575627,42.7627349587461,61.046343517096,0,0,FALSE,2.44927132575365,4.58700722916219,8.55150303314866,19.2313201273878,2.44927132575365,4.58700722916219,8.55150303314866,19.2313201273878,2804766.84,25225.5484536736,0,0,6.44789691907537,4.40185783355102,FALSE,"G2M",NA,-25.0626421642737,-17.4718203321843,0.0940850014654359,0.0268443691886343,-0.00784270223824564,0.0521044589285639
"c1run3_80_X_isl1.e9.5","c1run3_80_X_isl1-e9.5","isl1","e9.5",0.47,1217408,1042239,1217408,0.57,1045028,4330762,5375790,1545827,1560286,28.1107112328038,TRUE,FALSE,FALSE,"C1",2724141.97,6.4352297373013,FALSE,170,2.23044892137827,FALSE,98.589562764457,150.587998960194,0.468294677834442,FALSE,65874.52,2.38785384019755,FALSE,151.176326837755,0.542032151631453,FALSE,10,11.5757380836558,0.0359979319335694,FALSE,5605.49,0.203190715054758,FALSE,11.3422247093727,0.0406667537974162,FALSE,1,4.81872405641399,2.18234709709042,3.74869105186102,1.09139344915601,FALSE,0,0,0,FALSE,19.4028632068687,27.556594269571,38.4929872065367,58.7562607832806,19.4028632068687,27.556594269571,38.4929872065367,58.7562607832806,0,0,FALSE,2.37967221834179,4.54470725952871,8.54769881144395,19.4900352813608,2.37967221834179,4.54470725952871,8.54769881144395,19.4900352813608,2724141.97,25387.910945741,0,0,6.43522989672559,4.40464407226407,FALSE,"G1",NA,-2.98974196729124,-32.3340835397389,0.0993131304446241,0.0264597751046928,-0.00709835020057142,0.0669945369080349
"c1run3_81_X_isl1.e9.5","c1run3_81_X_isl1-e9.5","isl1","e9.5",0.46,1626821,1315571,1626821,0.6,1383900,5093939,6477839,2076348,1447273,31.9364052062657,TRUE,FALSE,FALSE,"C1",3665814.45,6.56417047879846,FALSE,156,2.19312459835446,FALSE,98.7057164191488,149.148241718609,0.393839873128977,FALSE,72184.16,1.95023850396267,FALSE,164.53231165007,0.497216990974763,FALSE,10,10.3990306087305,0.0274596123186867,FALSE,3325.48,0.089846292318949,FALSE,10.2358108125928,0.0309326417491087,FALSE,1,4.85844792343462,2.21888277999482,3.52198491665453,1.05060441798604,FALSE,0,0,0,FALSE,18.8095226696485,26.3390505212287,36.2249483194656,54.1811831201658,18.8095226696485,26.3390505212287,36.2249483194656,54.1811831201658,0,0,FALSE,1.97027739793037,3.75317241539677,7.07933085676376,16.1647486162916,1.97027739793037,3.75317241539677,7.07933085676376,16.1647486162916,3665814.45,30314.7654663001,0,0,6.56417059726993,4.481668538548,FALSE,"G1",3,4.66661222736801,-18.6853090098223,0.0907325044541744,0.0215468351451606,-0.00447541136770352,0.032838893775204
